"","CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","HTCALC","SITREE","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_DATE","MODIFIED_IN_INSTANCE","HTDMP","ROUGHCULL","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","STANDING_DEAD_CD","PREV_STATUS_CD","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","VOLCSSND","DRYBIO_SAWLOG","DRYBIO_AG","CULL_BF_ROTTEN","CULL_BF_ROTTEN_CD","CULL_BF_ROUGH","CULL_BF_ROUGH_CD","PREVDIA_FLD","TREECLCD_31_NCRS","TREE_GRADE_NCRS","BOUGHS_AVAILABLE_NCRS","BOUGHS_HRVST_NCRS","TREECLCD_31_NERS","AGENTCD_NERS","BFSNDCD_NERS","CAVITY_USE_PNWRS","GST_PNWRS"
"19394568",10232504010661,10232473010661,NA,1997,50,2,17,204,103,10003,1,NA,NA,1,1,601,41,16,1,NA,NA,NA,2,25,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6794,NA,31.6512,NA,170.4983,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2009-10-29",10661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,987.501715,224.900356,41.379879,NA,240.472664,626.890975,120.236332,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19395455",10233408010661,10233385010661,NA,1997,50,2,17,225,104,50004,1,NA,NA,1,0,601,41,5.7,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19395456",219429030010661,10233385010661,NA,1997,50,2,17,225,104,60004,1,NA,NA,NA,2,601,41,5.7,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.009511,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19399552",10241116010661,10241085010661,NA,1997,50,2,23,127,103,10001,1,NA,NA,1,1,601,41,8.7,1,NA,NA,NA,2,25,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4834,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,248.542331,83.438584,15.433596,NA,67.940074,173.707256,33.970037,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19400936",10242500010661,10242482010661,NA,1997,50,2,23,159,101,50006,1,NA,NA,1,0,601,41,15.7,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,-28.2963,-101.3171,NA,28.2963,101.3171,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,0,0.4438,0,0.4438,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401185",10242749010661,10242746010661,NA,1997,50,2,23,164,101,10003,1,NA,NA,1,1,601,41,7.7,1,NA,NA,NA,2,25,2,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0316,NA,0,NA,0,NA,NA,-0.9467,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,2.0058,53.244383,19.623022,3.606762,NA,15.03903,38.237084,7.519515,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401202",10242766010661,10242746010661,NA,1997,50,2,23,164,102,50001,1,NA,NA,1,0,601,41,23.3,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-08-30",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401206",219437974010661,10242746010661,NA,1997,50,2,23,164,102,60001,1,NA,NA,NA,2,601,41,23.3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.990196,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401225",10242790010661,10242780010661,NA,1997,50,2,23,165,101,10019,1,NA,NA,1,1,601,41,10.2,1,NA,NA,NA,2,25,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3738,NA,0,NA,0,NA,NA,3.0897,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.020001,0,0,1.851501,298.08455,89.311073,16.604452,NA,78.51013,202.000038,39.255065,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401232",10242797010661,10242780010661,NA,1997,50,2,23,165,101,50007,1,NA,NA,1,0,601,41,6.5,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.020001,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401233",10242798010661,10242780010661,NA,1997,50,2,23,165,101,50008,1,NA,NA,1,0,601,41,8.4,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.020001,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401234",219438001010661,10242780010661,NA,1997,50,2,23,165,101,60007,1,NA,NA,NA,2,601,41,6.5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19401235",219438002010661,10242780010661,NA,1997,50,2,23,165,101,60008,1,NA,NA,NA,2,601,41,8.4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19402609",10214214010661,10214194010661,NA,1997,50,3,1,139,103,50001,1,NA,NA,1,0,601,41,5.4,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19402610",219410335010661,10214194010661,NA,1997,50,3,1,139,103,60001,1,NA,NA,NA,2,601,41,5.4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.734648,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19404990",10216559010661,10216547010661,NA,1997,50,3,3,138,101,10013,1,NA,NA,1,1,601,41,17.9,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,7.0433,118.8787,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,0,0,0,0.3847,2272.075062,488.4968,89.055574,NA,545.223339,1424.813718,272.61167,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19407052",10218575010661,10218566010661,NA,1997,50,3,3,188,101,10007,1,NA,NA,NA,1,601,41,8,1,NA,NA,NA,2,25,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3571,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,192.81595,68.977365,12.70587,NA,53.88315,137.249593,26.941575,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19407056",10218579010661,10218566010661,NA,1997,50,3,3,188,101,10011,1,NA,NA,NA,1,601,41,5.7,1,NA,NA,NA,2,35,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4535,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,64.301328,30.489147,5.483707,NA,20.06234,50.137091,10.03117,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19407057",10218580010661,10218566010661,NA,1997,50,3,3,188,101,10012,1,NA,NA,NA,1,601,41,7.6,1,NA,NA,NA,2,35,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7924,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,151.807819,56.527355,10.381741,NA,43.039384,109.358458,21.519692,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19407502",10222050010661,10222041010661,NA,1997,50,3,7,94,101,10010,1,NA,NA,1,1,601,41,8.9,1,NA,NA,NA,2,35,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9352,NA,0,NA,0,NA,NA,6.936,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.020001,0,0,1.7193,181.758734,60.002312,11.109287,NA,49.403443,126.435167,24.701722,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19409210",10237177010661,10237146010661,NA,1997,50,3,21,119,101,20030,1,NA,NA,1,2,601,41,12.5,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,-16.4106,-58.9756,NA,16.4106,58.9756,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,1,NA,0,0.4121,0,0.4121,900.857765,236.404388,43.963652,NA,228.021537,590.612903,114.010769,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19409395",10237371010661,10237339010661,NA,1997,50,3,21,126,102,11006,1,NA,NA,1,1,601,41,1,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,74.96,0,0,0,NA,NA,NA,1.227984,0.376494,0.613992,0.188247,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410192",10238182010661,10238173010661,NA,1997,50,3,21,148,101,20005,1,NA,NA,1,2,601,41,12.1,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,-16.4332,-63.8387,NA,16.4332,63.8387,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,1,NA,0,0.3847,0,0.3847,830.849446,222.489413,41.395605,NA,211.531991,547.367232,105.765996,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410475",10238470010661,10238461010661,NA,1997,50,3,21,159,101,10014,1,NA,NA,1,1,601,41,14,1,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0.6742,5.948,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-16",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,0,0,0,0.3847,1209.12012,296.543391,54.965029,NA,300.309854,780.31427,150.154927,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410556",10238553010661,10238521010661,NA,1997,50,3,21,160,104,10008,1,NA,NA,1,1,601,41,8.4,1,NA,NA,NA,2,25,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1246,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,160.51441,55.321744,10.21622,NA,44.274468,113.026187,22.137234,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410558",10238555010661,10238521010661,NA,1997,50,3,21,160,104,20004,1,NA,NA,1,2,601,41,5.6,1,NA,NA,NA,3,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,1,NA,6.02,0,0,0,0.348566,0.16791,0.030156,NA,0.109498,0.273316,0.054749,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410559",10238556010661,10238521010661,NA,1997,50,3,21,160,104,40002,1,NA,NA,1,2,601,41,7.9,1,NA,NA,NA,2,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0631,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,1,NA,6.02,0,0,0,54.069938,19.532143,3.595377,NA,15.162558,38.598729,7.581279,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410560",10238557010661,10238521010661,NA,1997,50,3,21,160,104,40003,1,NA,NA,1,2,601,41,6.3,1,NA,NA,NA,2,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7475,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-09-09",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,1,NA,6.02,0,0,0,19.590541,8.51217,1.543139,NA,5.893818,14.822925,2.946909,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410610",10238605010661,10238560010661,NA,1997,50,3,21,162,104,10004,1,NA,NA,1,1,601,41,20.5,1,NA,NA,NA,2,35,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7542,NA,49.0914,NA,287.5282,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2009-10-29",10661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,1513.622074,305.229082,54.821347,NA,357.563363,936.836252,178.781682,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19410843",10238850010661,10238847010661,NA,1997,50,3,21,172,102,10001,2,NA,NA,1,1,601,41,17.3,1,NA,NA,NA,4,45,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8272,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2009-10-29",10661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,231.40462,50.607919,9.254694,NA,55.768194,145.633617,27.884097,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19419583",10250934010661,10250908010661,NA,1997,50,3,27,274,104,50001,1,NA,NA,NA,0,601,41,15.4,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-26",10661,"2011-08-30",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,6.02,0,0,0,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19419584",219445444010661,10250908010661,NA,1997,50,3,27,274,104,60001,1,NA,NA,NA,2,601,41,15.4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.975932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-18",10661,"2011-07-27",20004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,NA,NA,1,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
